2026-05-13 13:57:13.610 | INFO     | src.agents.graph:run_agent_stream:877 | 流式运行智能体 - 会话: dbbec347-96ec-4319-bab8-2ac4225f3db0
2026-05-13 13:57:13.613 | INFO     | src.agents.planner:analyze_intent:712 | 开始分析用户意图: 对2023年7月29日的那场降雨进行一次人工预报，最后告诉我盘石头水库洪水预报结果。...
2026-05-13 13:57:14.987 | INFO     | src.agents.planner:analyze_intent:743 | 意图分析结果: {'intent_category': 'business', 'confidence': 0.95, 'entities': {'object': '盘石头水库', 'object_type': '水库', 'action': '启动人工预报并查询洪水预报结果', 'time': '2023年7月29日'}, 'target_kbs': ['catchment_basin', 'water_project', 'monitor_site', 'history_flood', 'hydro_model', 'business_workflow']}
2026-05-13 13:57:14.987 | INFO     | src.agents.planner:planner_node:2108 | 意图类别: business，进入第2阶段子意图分类
2026-05-13 13:57:14.988 | INFO     | src.agents.planner:sub_intent_node:2125 | 执行第2阶段：业务子意图分类
2026-05-13 13:57:14.989 | INFO     | src.agents.planner:classify_business_sub_intent:1235 | 执行业务子意图分类...
2026-05-13 13:57:16.321 | INFO     | src.agents.planner:classify_business_sub_intent:1263 | 业务子意图分类结果: {'business_sub_intent': 'flood_forecast', 'confidence': 0.95, 'reason': '用户消息明确要求对2023年7月29日的降雨进行人工预报，并查询盘石头水库的洪水预报结果，涉及启动洪水预报计算和查询预报结果，符合flood_forecast意图。'}
2026-05-13 13:57:16.321 | INFO     | src.agents.planner:sub_intent_node:2130 | 子意图分类结果: flood_forecast
2026-05-13 13:57:16.322 | INFO     | src.agents.planner:workflow_match_node:2146 | 执行第3阶段：工作流匹配
2026-05-13 13:57:16.322 | INFO     | src.agents.planner:check_workflow_match:1294 | 执行第3阶段：业务工作流选择...
2026-05-13 13:57:16.322 | INFO     | src.agents.planner:check_workflow_match:1305 | 使用已分类的子意图: flood_forecast
2026-05-13 13:57:16.322 | INFO     | src.agents.planner:check_workflow_match:1336 | 对象类型已知: 水库，但仍需获取stcd...
2026-05-13 13:57:16.322 | INFO     | src.agents.planner:_resolve_object_type:949 | 对象类型已知(水库)但缺少stcd，查询数据库获取stcd...
2026-05-13 13:57:16.333 | INFO     | src.agents.planner:_resolve_object_type:994 | 数据库返回多种类型: ['无人机', '视频监测', '雨量站', '水库水文站', '河道水文站']，需要LLM判断
2026-05-13 13:57:16.694 | INFO     | src.agents.planner:_llm_select_station_type:874 | LLM选择站点类型: 水库水文站 (匹配: 水库水文站)
2026-05-13 13:57:16.694 | INFO     | src.agents.planner:_resolve_object_type:1007 | LLM选择类型: 盘石头水库 -> 水库水文站 (stcd: 31005650)
2026-05-13 13:57:16.694 | INFO     | src.agents.planner:check_workflow_match:1344 | 根据子意图 flood_forecast 筛选预定义工作流
2026-05-13 13:57:16.735 | INFO     | src.workflows.workflow_vector_index:search:242 | 工作流向量检索完成，查询: '对2023年7月29日的那场降雨进行一次人工预报，最后告诉我盘石头水库洪水预报结果。...', 子意图: flood_forecast, 返回 0 个结果
2026-05-13 13:57:16.736 | INFO     | src.agents.planner:_get_saved_workflows_description:1687 | 向量检索无结果，回退到数据库查询
2026-05-13 13:57:16.740 | INFO     | src.agents.planner:check_workflow_match:1351 | 根据子意图 flood_forecast 和用户消息进行工作流检索
2026-05-13 13:57:19.256 | INFO     | src.agents.planner:check_workflow_match:1379 | 工作流选择结果: {'matched_workflow': 'flood_manualforecast_getresult', 'saved_workflow_id': None, 'output_type': 'text'}
2026-05-13 13:57:19.257 | INFO     | src.agents.planner:check_workflow_match:1390 | LLM选择工作流: flood_manualforecast_getresult
2026-05-13 13:57:19.257 | INFO     | src.agents.planner:check_workflow_match:1397 | 工作流 flood_manualforecast_getresult 包含 15 个步骤
2026-05-13 13:57:19.257 | INFO     | src.agents.planner:workflow_match_node:2161 | 匹配到工作流: flood_manualforecast_getresult，直接执行
2026-05-13 13:57:19.258 | INFO     | src.agents.graph:workflow_executor_node:208 | 检查工作流执行...
2026-05-13 13:57:19.258 | INFO     | src.agents.graph:workflow_executor_node:213 | DEBUG: matched_workflow=flood_manualforecast_getresult, saved_workflow_id=None
2026-05-13 13:57:19.259 | INFO     | src.agents.graph:workflow_executor_node:219 | 执行工作流: flood_manualforecast_getresult
2026-05-13 13:57:19.259 | INFO     | src.agents.graph:_execute_workflow_step:287 | 初始化工作流 flood_manualforecast_getresult 执行环境
2026-05-13 13:57:19.259 | INFO     | src.workflows.flood_manualforecast_getresult:prepare_execution:1780 | 初始化人工预报工作流执行环境
2026-05-13 13:57:19.259 | INFO     | src.workflows.flood_manualforecast_getresult:_parse_date_from_message:966 | 解析到完整日期: 2023年7月29日
2026-05-13 13:57:19.260 | INFO     | src.agents.graph:workflow_executor_node:208 | 检查工作流执行...
